Species,CommonName,ReviewID,MetaSiteID,Duplicate,Publication.Year,Radius,Sampling,Sampling Technique,Activities,Sat F,Sat M,Sat U,Sat A,Sat AB,Sat AI,Sat I,Sat J,Sat Sub,Sat Unk,F,M,U,A,AB,AI,I,J,SUB,UNK,Basin,Long,Lat,N. Pub
CHMY,Green,UX2A229E_Pelletier_etal_2003_Chmy,CD,FALSE,2003,1,SATELLITE TAG (ARGOS),Satellite Telemetry,MIG,,,,,,,,,,,,,1,,,,,1,,,IND,54.806,-15.549,1
CHMY,Green,UX2A229E_Pelletier_etal_2003_Chmy,DX,FALSE,2003,1,SATELLITE TAG (ARGOS),Satellite Telemetry,OBS,,,,,,,,,,,,,1,,,,1,,,,IND,47.327,-11.556,1
CHMY,Green,UX2A229E_Pelletier_etal_2003_Chmy,DZ,FALSE,2003,1,SATELLITE TAG (ARGOS),Satellite Telemetry,OBS,,,,,,,,,,,,,5,,,,5,,,,IND,55.525,-21.135,1
CHMY,Green,UX2A229E_Pelletier_etal_2003_Chmy,HE,FALSE,2003,1,SATELLITE TAG (ARGOS),Satellite Telemetry,OBS,,,,,,,,,,,,,1,,,,,1,,,IND,71.921,-4.376,1
CHMY,Green,UX2A229E_Pelletier_etal_2003_Chmy,HF,FALSE,2003,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,2,,,,,2,,,IND,48.985,-19.391,1
CHMY,Green,V7X35V7H_Whiting_and_Miller_1998_Chmy,CN,FALSE,1998,1,RADIO TAG,Acoustic Telemetry,FEE,,,6,6,,,,,,,,,6,6,,,,,,,PAC,148.704,-20.62,1
CHMY,Green,VBP7TIFZ_Snoddy_and_Williard_2010_Chmy,CU,FALSE,2010,5,SATELLITE TAG (ARGOS),Satellite Telemetry,MIG,,,,,,,,,,,,,1,,,,,1,,,ATL,-80.4,32.44,1
CHMY,Green,VBP7TIFZ_Snoddy_and_Williard_2010_Chmy,CU,FALSE,2010,1,SATELLITE TAG (ARGOS),Satellite Telemetry,MIG,,,,,,,,,,,,,1,,,,,1,,,ATL,-77.1,34.63,1
CHMY,Green,VBP7TIFZ_Snoddy_and_Williard_2010_Chmy,CU,FALSE,2010,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,9,,,,,9,,,,,9,,,,,,,9,ATL,-77.96,33.9,1
CHMY,Green,VMWG3NVP_Cheng_and_Wang_2009_Chmy,AE,FALSE,2009,1,SATELLITE TAG (ARGOS),Satellite Telemetry,NES,6,,,,6,,,,,,6,,,,6,,,,,,PAC,119.495,23.365,1
CHMY,Green,VMWG3NVP_Cheng_and_Wang_2009_Chmy,CP,FALSE,2009,5,SATELLITE TAG (ARGOS),Satellite Telemetry,OBS,,,,,,,,,,,2,,,2,,,,,,,PAC,109.954,20.093,1
CHMY,Green,VMWG3NVP_Cheng_and_Wang_2009_Chmy,DQ,FALSE,2009,1,SATELLITE TAG (ARGOS),Satellite Telemetry,OBS,,,,,,,,,,,2,,,2,,,,,,,PAC,129.637,32.363,1
CHMY,Green,VMWG3NVP_Cheng_and_Wang_2009_Chmy,EF,FALSE,2009,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,2,,,2,,,,,,,PAC,116.784,20.688,1
CHMY,Green,VUBN64UW_Lamont_etal_2015_Chmy,CF,FALSE,2015,1,ACOUSTIC/SONIC TAG (TELEMETRY),Acoustic Telemetry,FEE,,,8,,,,,8,,,,,1,,,,,1,,,ATL,-85.33,29.72,1
CHMY,Green,VUBN64UW_Lamont_etal_2015_Chmy,CF,TRUE,2015,1,ACOUSTIC/SONIC TAG (TELEMETRY),Acoustic Telemetry,FEE,,,,,,,,,,,,,1,,,,,1,,,ATL,-85.33,29.72,1
CHMY,Green,VUBN64UW_Lamont_etal_2015_Chmy,CF,FALSE,2015,1,ACOUSTIC/SONIC TAG (TELEMETRY),Acoustic Telemetry,FEE,,,,,,,,,,,,,1,,,,,1,,,ATL,-85.33,29.71,1
CHMY,Green,VUBN64UW_Lamont_etal_2015_Chmy,CF,FALSE,2015,1,ACOUSTIC/SONIC TAG (TELEMETRY),Acoustic Telemetry,FEE,,,,,,,,,,,,,1,,,,,,,1,ATL,-85.35,29.71,1
CHMY,Green,VUBN64UW_Lamont_etal_2015_Chmy,CF,TRUE,2015,1,ACOUSTIC/SONIC TAG (TELEMETRY),Acoustic Telemetry,FEE,,,,,,,,,,,,,1,,,,,1,,,ATL,-85.33,29.72,1
CHMY,Green,VUBN64UW_Lamont_etal_2015_Chmy,CF,FALSE,2015,1,ACOUSTIC/SONIC TAG (TELEMETRY),Acoustic Telemetry,FEE,,,,,,,,,,,,,1,,,,,1,,,ATL,-85.32,29.71,1
CHMY,Green,VUBN64UW_Lamont_etal_2015_Chmy,CF,TRUE,2015,1,ACOUSTIC/SONIC TAG (TELEMETRY),Acoustic Telemetry,FEE,,,,,,,,,,,,,1,,,,,1,,,ATL,-85.33,29.72,1
CHMY,Green,VUBN64UW_Lamont_etal_2015_Chmy,CF,TRUE,2015,1,ACOUSTIC/SONIC TAG (TELEMETRY),Acoustic Telemetry,FEE,,,,,,,,,,,,,1,,,,,1,,,ATL,-85.33,29.71,1
CHMY,Green,WVAI4H8Y_Metz_etal_2020_Chmy,DS,FALSE,2020,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE;MIG;OBS,15,,,,,15,,,,,,,15,,,,,15,,,ATL,-96.758,25.913,1
CHMY,Green,WVZHZNDW_Yasuda_and_Arai_2005_Chmy,AC,TRUE,2005,1,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),Satellite Telemetry,OBS,1,,,1,,,,,,,1,,,1,,,,,,,IND,98.185,8.455,1
CHMY,Green,WVZHZNDW_Yasuda_and_Arai_2005_Chmy,AC,TRUE,2005,1,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,IND,98.182,8.351,1
CHMY,Green,WXBJ52P2_van_de_Merwe_etal_2009_Chmy,BO,FALSE,2009,1,SATELLITE TAG (ARGOS),Satellite Telemetry,NES,3,,,,3,,,,,,3,,,,3,,,,,,PAC,103.471,4.538,1
CHMY,Green,WXBJ52P2_van_de_Merwe_etal_2009_Chmy,BO,FALSE,2009,1,SATELLITE TAG (ARGOS),Satellite Telemetry,BRE;NES,,,,,,,,,,,1,,,,,1,,,,,PAC,103.485,4.545,1
CHMY,Green,WXBJ52P2_van_de_Merwe_etal_2009_Chmy,BO,FALSE,2009,1,SATELLITE TAG (ARGOS),Satellite Telemetry,BRE,,,,,,,,,,,,1,,,1,,,,,,PAC,103.475,4.546,1
CHMY,Green,WXBJ52P2_van_de_Merwe_etal_2009_Chmy,BO,FALSE,2009,1,SATELLITE TAG (ARGOS),Satellite Telemetry,OBS,,,,,,,,,,,,1,,,1,,,,,,PAC,103.452,4.591,1
CHMY,Green,WXBJ52P2_van_de_Merwe_etal_2009_Chmy,CO,FALSE,2009,1,SATELLITE TAG (ARGOS),Satellite Telemetry,OBS,,,,,,,,,,,1,,,1,,,,,,,PAC,115.685,5.901,1
CHMY,Green,WXBJ52P2_van_de_Merwe_etal_2009_Chmy,CP,FALSE,2009,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,PAC,109.131,15.372,1
CHMY,Green,WXBJ52P2_van_de_Merwe_etal_2009_Chmy,DP,FALSE,2009,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,,1,,1,,,,,,,PAC,104.336,2.585,1
CHMY,Green,WXBJ52P2_van_de_Merwe_etal_2009_Chmy,HG,FALSE,2009,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,PAC,106.537,-5.536,1
CHMY,Green,XARK6NRE_Shimada_etal_2016_Chmy,CE,FALSE,2016,1,Argos,Satellite Telemetry,FEE,42,10,,52,,,,,,,4,,,4,,,,,,,PAC,142.166,-10.416,1
CHMY,Green,XARK6NRE_Shimada_etal_2016_Chmy,CN,TRUE,2016,1,Argos,Satellite Telemetry,FEE,,,,,,,,,,,10,8,,18,,,,,,,PAC,150.876,-23.524,1
CHMY,Green,XARK6NRE_Shimada_etal_2016_Chmy,CN,TRUE,2016,1,Argos,Satellite Telemetry,FEE,,,,,,,,,,,6,,,6,,,,,,,PAC,152.905,-25.61,1
CHMY,Green,XARK6NRE_Shimada_etal_2016_Chmy,CN,TRUE,2016,1,Argos,Satellite Telemetry,FEE,,,,,,,,,,,6,,,6,,,,,,,PAC,150.379,-22.35,1
CHMY,Green,XARK6NRE_Shimada_etal_2016_Chmy,CX,TRUE,2016,1,Argos,Satellite Telemetry,FEE,,,,,,,,,,,16,2,,18,,,,,,,PAC,153.25,-27.239,1
CHMY,Green,ZMN7IRSJ_Hays_etal_2002_Chmy,AG,FALSE,2002,1,GPS DATALOGGER; SATELLITE TAG (ARGOS),Satellite Telemetry,NES,5,,,,5,,,,,,5,,,,5,,,,,,ATL,-14.427,-7.961,1
CHMY,Green,ZMN7IRSJ_Hays_etal_2002_Chmy,CH,TRUE,2002,5,GPS DATALOGGER; SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,5,,,5,,,,,,,ATL,-34.592,-7.522,1
CHMY,Green,ZMN7IRSJ_Hays_etal_2002_Chmy,CH,TRUE,2002,1,GPS DATALOGGER; SATELLITE TAG (ARGOS),Satellite Telemetry,OBS,,,,,,,,,,,1,,,1,,,,,,,ATL,-32.431,-3.829,1
CHMY,Green,ZRF85WW9_Turkecan_and_Yerli_2011_Chmy,AP,FALSE,2011,1,SATELLITE TAG (ARGOS),Satellite Telemetry,NES,2,,,,2,,,,,,2,,,,2,,,,,,ATL,35.22,36.56,1
CHMY,Green,ZRF85WW9_Turkecan_and_Yerli_2011_Chmy,CL,FALSE,2011,5,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,ATL,31.7,36.62,1
CHMY,Green,ZRF85WW9_Turkecan_and_Yerli_2011_Chmy,CR,FALSE,2011,5,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,ATL,15.7,32.14,1
