MetaUniqueID_From,BehaviorForSymbology,Habitat,SiteLocation,Lat,Lon,MinNumIndividuals,Radius,Connections.From.Nesting.Site,Connections.to.Foraging,Basin,RMU_From,MetaUniqueID_To,BehaviorForSymbology,Habitat,SiteLocation,Lat,Lon,MinNumIndividuals,Radius,Connections.From.Nesting.Site,Site,Connections.to.Foraging,Basin,RMU_To,Lat1,Lon1,Lat2,Lon2,Distance
METACHMY_BR,NES,Island,"Loj, Erikub Atoll, Marshall Islands;Erikub Atoll, Marshall Islands",9.145,169.99,10,1,NA,5,PAC,8,METACHMY_GF,FEE,Insular,"Bikini, Marshall Islands",11.5,165.4,1,1,1,1,NA,PAC,8,0.15961036,2.966885195,0.200712864,2.886774583,566.2666631
METACHMY_BR,NES,Island,"Loj, Erikub Atoll, Marshall Islands;Erikub Atoll, Marshall Islands",9.145,169.99,10,1,NA,5,PAC,8,METACHMY_GG,FEE,Insular,"South of Pohnpei, Micronesia",5.8,158.3,1,1,1,1,NA,PAC,8,0.15961036,2.966885195,0.101229097,2.762856206,1341.205225
METACHMY_BR,NES,Island,"Loj, Erikub Atoll, Marshall Islands;Erikub Atoll, Marshall Islands",9.145,169.99,10,1,NA,5,PAC,8,METACHMY_GH,OBS,Insular,East off Marshall Islands,6.6,179.2,1,1,1,1,NA,PAC,8,0.15961036,2.966885195,0.115191731,3.12763002,1053.080715
METACHMY_BS,NES,Island,"Vamizi Island, Querimbas archipelago, northern Mozambique;Mozambique",-11.26666534,40.63966667,56,1,NA,4,IND,5,METACHMY_GI,FEE,Coastal,"Watamu National Park, Kenya",-3.407,39.991,1,1,1,1,NA,IND,5,-0.196640406,0.70929599,-0.059463368,0.697974621,876.8730971
METACHMY_BS,NES,Island,"Vamizi Island, Querimbas archipelago, northern Mozambique;Mozambique",-11.26666534,40.63966667,56,1,NA,4,IND,5,METACHMY_GJ,FEE,Coastal,"Rufiji, Mafia, Kilwa Marine Protected Areas, Tanzania",-8.258,39.441,1,1,1,1,NA,IND,5,-0.196640406,0.70929599,-0.14412929,0.68837531,359.40582
METACHMY_BS,NES,Island,"Vamizi Island, Querimbas archipelago, northern Mozambique;Mozambique",-11.26666534,40.63966667,56,1,NA,4,IND,5,METACHMY_GK,FEE,Insular,"Mitsio archipelago, Madagascar",-12.941,48.581,1,1,1,1,NA,IND,5,-0.196640406,0.70929599,-0.225863059,0.847898404,883.1862655
METACHMY_BS,NES,Island,"Vamizi Island, Querimbas archipelago, northern Mozambique;Mozambique",-11.26666534,40.63966667,56,1,NA,4,IND,5,METACHMY_GL,FEE,Coastal,"Kiunga National Reserve, Kenya",-2.007,41.232,1,1,1,1,NA,IND,5,-0.196640406,0.70929599,-0.035028758,0.719634157,1031.699522
METACHMY_BD,NES,Island,"Rose Atoll, American Samoa;Rose Atoll National Wildlife Refuge, American Samoa",-14.544,-168.1543333,8,1,NA,4,PAC,10,METACHMY_GM,OBS,Insular,"Raiatea, French Polynesia",-16.803,-151.396,1,1,1,1,NA,PAC,10,-0.253840686,-2.934846768,-0.293267674,-2.642358674,1811.042914
METACHMY_BD,NES,Island,"Rose Atoll, American Samoa;Rose Atoll National Wildlife Refuge, American Samoa",-14.544,-168.1543333,8,1,NA,4,PAC,10,METACHMY_GN,FEE,Insular,"Viti Levu, Fiji",-17.69,178.641,1,1,1,1,NA,PAC,10,-0.253840686,-2.934846768,-0.308748745,3.117873629,1452.863126
METACHMY_BV,NES,Island,"St. Joseph Island, Amirantes group, Seychelle;Desroches atoll, Seychelles;Amirantes group, Seychelles",-5.639666748,53.39133325,7,1,NA,1,IND,5,METACHMY_GO,FEE,Insular,"Aldabra atoll, Seychelles",-9.416,46.331,1,1,1,1,NA,IND,5,-0.098430753,0.931854557,-0.164340202,0.808628496,884.2179218
METACHMY_CH,FEE,Coastal,"Brazilian bulge;Shores of Ceara & Paraiba States, Brazil;Brazil;Easternmost part of Brazilian bulge;Coastal Natal & Recife, Brazil;East of Brazilian Bulge;Brazilian coast;East Brazil;Coast of Ceara, Brazil;East of Brazil;Almofala waters, Ceara, Brazil;Atol das Rocas, offshore Brazil;Coast between Piaui & Ceara, Brazil;Southeast Brazilian coast;Fernando de Noronha",-5.215614447,-36.1234621,46,10,4,1,ATL,1,METACHMY_GQ,FEE,Insular,"Sao Luis, Brazil coast",-2.5,-44,1,1,NA,1,1,ATL,1;2,-0.091029645,-0.630473351,-0.043633231,-0.767944871,924.4667049
METACHMY_BO,NES,Continental,"Terengganu, Malaysia;Chagar Hutang beach, Pulau Redang, Malaysia;Chagar Hutang beach, Redang Island, Malaysia;Ma'Daerah Turtle Sanctuary, Paka, Terengganu, Malaysia;Ma'Daerah Turtle Sanctuary;Paka, Terengganu, Malaysia",5.023852832,103.2935716,13,1,NA,8,PAC,6,METACHMY_GT,FEE,Insular,"Centraleast coast of Bangka Island, Indonesia",-2.102,106.247,1,1,1,1,NA,PAC,6,0.087682773,1.802812921,-0.036686821,1.85435997,857.597569
METACHMY_BO,NES,Continental,"Terengganu, Malaysia;Chagar Hutang beach, Pulau Redang, Malaysia;Chagar Hutang beach, Redang Island, Malaysia;Ma'Daerah Turtle Sanctuary, Paka, Terengganu, Malaysia;Ma'Daerah Turtle Sanctuary;Paka, Terengganu, Malaysia",5.023852832,103.2935716,13,1,NA,8,PAC,6,METACHMY_GU,OBS,Insular,"Anambas Islands, Indonesia",2.899,105.831,1,1,1,1,NA,PAC,6,0.087682773,1.802812921,0.050597095,1.847099401,367.4830504
METACHMY_BQ,NES,Island,"Joao Vieira & Poilao National Marine Park, Bijagos Archipelago, Guinea-Bissau;Poilao Island, Bijagos;Bijagos archipelago, West Africa",10.76099998,-15.5103332,35,1,NA,4,ATL,1,METACHMY_GV,FEE,Coastal,The Gambia & Senegal,13.655,-16.85,5,1,1,1,NA,ATL,1;2,0.18781488,-0.270706382,0.238324709,-0.294087979,353.1952801
METACHMY_BQ,NES,Island,"Joao Vieira & Poilao National Marine Park, Bijagos Archipelago, Guinea-Bissau;Poilao Island, Bijagos;Bijagos archipelago, West Africa",10.76099998,-15.5103332,35,1,NA,4,ATL,2,METACHMY_GW,FEE,Coastal,"Banc d'Arguin, Mauritiania",20.058,-16.537,12,1,1,1,NA,ATL,1,0.18781488,-0.270706382,0.350078141,-0.288625098,1039.605311
METACHMY_CB,NES,Island,"Zabargad Island, Egypt",24,36.333,4,1,NA,4,IND,4,METACHMY_GX,FEE,Coastal,Siyal archipelago along Egyptian coast,22.811,36.162,1,1,1,1,NA,IND,4,0.41887902,0.634130477,0.398127056,0.631145964,133.3572809
METACHMY_CB,NES,Island,"Zabargad Island, Egypt",24,36.333,4,1,NA,4,IND,4,METACHMY_GY,FEE,Coastal,"Abu Ghusun, Wadi Gemal National Park, Egypt",24.457,35.215,1,1,1,1,NA,IND,4,0.41887902,0.634130477,0.426855175,0.614617696,124.2331558
METACHMY_CB,NES,Island,"Zabargad Island, Egypt",24,36.333,4,1,NA,4,IND,4,METACHMY_GZ,FEE,Insular,"Off the coast of Eritrea, Dahlak Archipelago",16.522,39.84,1,1,1,1,NA,IND,4,0.41887902,0.634130477,0.288363299,0.695339174,908.283172
METACHMY_CB,NES,Island,"Zabargad Island, Egypt",24,36.333,4,1,NA,4,IND,4,METACHMY_HA,FEE,Coastal,"Gulf of Gamsha, Egypt",27.644,33.737,1,1,1,1,NA,IND,4,0.41887902,0.634130477,0.482478818,0.58882173,481.3087318
METACHMY_AJ,NES,Island,"Sham Wan, Lamma Island, Hong Kong;Hong Kong;Dangan Liedao & Po Toi, China",22.17625001,114.18,30,1,NA,6,PAC,6,METACHMY_HB,OBS,Coastal,"Shanwei, China",22.505,116.031,6,1,1,1,NA,PAC,6,0.387048578,1.99281694,0.392786348,2.025122984,193.8492541
METACHMY_AJ,NES,Island,"Sham Wan, Lamma Island, Hong Kong;Hong Kong;Dangan Liedao & Po Toi, China",22.17625001,114.18,30,1,NA,6,PAC,6,METACHMY_HC,FEE,Insular,North west Philippines,18.6,120.702,2,1,1,1,NA,PAC,6,0.387048578,1.99281694,0.324631241,2.106647314,787.3782312
METACHMY_AJ,NES,Island,"Sham Wan, Lamma Island, Hong Kong;Hong Kong;Dangan Liedao & Po Toi, China",22.17625001,114.18,30,1,NA,6,PAC,6,METACHMY_HD,FEE,Insular,East Philippines,12.535,124.142,1,1,1,1,NA,PAC,6;8,0.387048578,1.99281694,0.218777022,2.16668664,1504.495142
METACHMY_DZ,NA,NA,NA,-21.135,55.525,NA,NA,NA,NA,NA,5,METACHMY_HE,OBS,Insular,"Chagos Archipelago, West Indian Ocean",-4.376,71.921,1,1,NA,1,1,IND,5,-0.368875337,0.969094067,-0.076375608,1.255258251,2607.024035
METACHMY_CD,NES,Island,"Tromelin Island, West Indian Ocean;Offshore Tromelin Island, West Indian Ocean",-15.721,54.665,2,1,NA,1,IND,5,METACHMY_HF,FEE,Coastal,Eastern Madagascar,-19.391,48.985,3,1,1,1,1,IND,5,-0.274383212,0.954084236,-0.338436795,0.854949534,727.291872
METACHMY_DZ,NA,NA,NA,-21.135,55.525,NA,NA,NA,NA,NA,5,METACHMY_HF,FEE,Coastal,Eastern Madagascar,-19.391,48.985,3,1,1,1,1,IND,5,-0.368875337,0.969094067,-0.338436795,0.854949534,752.6273284
METACHMY_BO,NES,Continental,"Terengganu, Malaysia;Chagar Hutang beach, Pulau Redang, Malaysia;Chagar Hutang beach, Redang Island, Malaysia;Ma'Daerah Turtle Sanctuary, Paka, Terengganu, Malaysia;Ma'Daerah Turtle Sanctuary;Paka, Terengganu, Malaysia",5.023852832,103.2935716,13,1,NA,8,PAC,6,METACHMY_HG,FEE,Coastal,"Thousand Islands, Indonesia",-5.536,106.537,1,1,1,1,NA,PAC,6,0.087682773,1.802812921,-0.096621427,1.859421425,1228.189677
